page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
17160,Amy Brewer (Earth-616),\/Amy_Brewer_(Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Female Characters,,Deceased Characters,1,Feb-92,1992
111303,Amy Chen (Earth-616),\/Amy_Chen_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,34,Jul-92,1992
255378,Amy Conklin (Earth-616),\/Amy_Conklin_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Oct-94,1994
23403,Amy Powell (Earth-616),\/Amy_Powell_(Earth-616),No Dual Identity,,Hazel Eyes,Blond Hair,Female Characters,,Living Characters,20,Jul-82,1982
579621,Amy Reilly (Earth-616),\/Amy_Reilly_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,7,Sep-09,2009
16982,Amy Stringer (Earth-616),\/Amy_Stringer_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,1,Feb-01,2001
703546,Ana (Natasha Romanoff's neighbor) (Earth-616),\/Ana_(Natasha_Romanoff%27s_neighbor)_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Grey Hair,Female Characters,,Living Characters,1,,2013
711321,Ana Cortes (Earth-616),\/Ana_Cortes_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,6,,2013
455931,Ana Maximoff (Earth-616),\/Ana_Maximoff_(Earth-616),,,,,Female Characters,,Deceased Characters,1,Aug-79,1979
396714,Ana Shwartz (Earth-616),\/Ana_Shwartz_(Earth-616),Secret Identity,,White Eyes,Black Hair,Female Characters,,Living Characters,1,Sep-97,1997
42772,Ana\u00efs (Earth-616),\/Ana%C3%AFs_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,4,Feb-07,2007
731335,Anabolicus (Earth-616),\/Anabolicus_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,Jan-94,1994
710739,Anad (Earth-616),\/Anad_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,4,Mar-03,2003
16206,Anais (Earth-616),\/Anais_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4,Oct-00,2000
57925,Anak (Earth-616),\/Anak_(Earth-616),,,Brown Eyes,Bald,Male Characters,,Living Characters,13,Jun-94,1994
346935,Anakalak (Earth-616),\/Anakalak_(Earth-616),No Dual Identity,,Green Eyes,No Hair,Male Characters,,Living Characters,1,Sep-93,1993
500205,Analisa Medina (Earth-616),\/Analisa_Medina_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-92,1992
321448,Ananastasia Rinaldi (Earth-616),\/Ananastasia_Rinaldi_(Earth-616),,,Green Eyes,Black Hair,Female Characters,,Living Characters,1,Nov-00,2000
5595,Ananym (Earth-616),\/Ananym_(Earth-616),Secret Identity,Bad Characters,White Eyes,Red Hair,Female Characters,,Living Characters,39,Nov-89,1989
157140,Anarchy (ULTIMATUM) (Earth-616),\/Anarchy_(ULTIMATUM)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,Dec-89,1989
408110,Anarra (Earth-616),\/Anarra_(Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,6,Oct-00,2000
241865,Anastasia Kravinoff (Earth-616),\/Anastasia_Kravinoff_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,33,Sep-08,2008
523511,Anastasia Sablinova (Earth-616),\/Anastasia_Sablinova_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,7,Jun-92,1992
16905,Anastasia Summit (Earth-616),\/Anastasia_Summit_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,4,Oct-93,1993
2585,Anath-Na Mut (Earth-616),\/Anath-Na_Mut_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59,Feb-77,1977
18706,Anatoly Vonya (Earth-616),\/Anatoly_Vonya_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-92,1992
68929,Ancestor (Earth-616),\/Ancestor_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,5,Dec-94,1994
481058,Andamo (Earth-616),\/Andamo_(Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,6,Aug-94,1994
349430,Anders Nobel (Earth-616),\/Anders_Nobel_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,1,Jul-02,2002
488772,Anderson (Earth-616),\/Anderson_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,3,,2013
476383,Andr\u00e9 (Earth-616),\/Andr%C3%A9_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,1,Jul-07,2007
1383,Andr\u00e9 Gerard (Earth-616),\/Andr%C3%A9_Gerard_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,20,Apr-75,1975
753394,Andr\u00e9 Gerard (Skrull) (Earth-616),\/Andr%C3%A9_Gerard_(Skrull)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jan-08,2008
582878,Andras Bertesy (Earth-616),\/Andras_Bertesy_(Earth-616),No Dual Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,1,Apr-13,2013
447454,Andras Tryp (Earth-616),\/Andras_Tryp_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,1,Oct-06,2006
523844,Andre (Hydra) (Earth-616),\/Andre_(Hydra)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jun-92,1992
587326,Andre LeClare (Earth-616),\/Andre_LeClare_(Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,,Living Characters,4,,2013
93214,Andre LeRoux (Earth-616),\/Andre_LeRoux_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Sep-93,1993
349431,Andre Mexer (Earth-616),\/Andre_Mexer_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Nov-08,2008
13026,Andre Rostov (Earth-616),\/Andre_Rostov_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,2,Jul-75,1975
642189,Andrea Benton (Earth-616),\/Andrea_Benton_(Earth-616),Public Identity,Neutral Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,11,Apr-13,2013
6021,Andrea Haggard (Earth-616),\/Andrea_Haggard_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,7,Sep-91,1991
242094,Andrea Hobbes (Earth-616),\/Andrea_Hobbes_(Earth-616),,Neutral Characters,,,Female Characters,,Living Characters,2,Mar-05,2005
347155,Andrea Janson (Earth-616),\/Andrea_Janson_(Earth-616),,Bad Characters,Brown Eyes,,Female Characters,,Deceased Characters,7,Feb-97,1997
16830,Andrea Margulies (Earth-616),\/Andrea_Margulies_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,9,Mar-03,2003
10128,Andrea Roarke (Earth-616),\/Andrea_Roarke_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Blond Hair,Female Characters,,Living Characters,24,Jul-96,1996
723949,Andrea Rodgers (Earth-616),\/Andrea_Rodgers_(Earth-616),Public Identity,Neutral Characters,,Black Hair,,,Living Characters,1,Feb-78,1978
129496,Andrea Sterman (Earth-616),\/Andrea_Sterman_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,,Living Characters,25,Dec-90,1990
132270,Andrea von Strucker (Clone) (Earth-616),\/Andrea_von_Strucker_(Clone)_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,4,Sep-08,2008
20248,Andrea von Strucker (Earth-616),\/Andrea_von_Strucker_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,30,Jun-85,1985
478602,Andreas Flec (Earth-616),\/Andreas_Flec_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Deceased Characters,1,Apr-70,1970
246100,Andreas Kapelos (Earth-616),\/Andreas_Kapelos_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Jun-97,1997
490506,Andreas Vadas (Earth-616),\/Andreas_Vadas_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Mar-06,2006
3964,Andreas Zorba (Earth-616),\/Andreas_Zorba_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,14,Jul-77,1977
30103,Andreas de Ruyter (Earth-616),\/Andreas_de_Ruyter_(Earth-616),,,,White Hair,Male Characters,,Living Characters,7,Dec-80,1980
19841,Andreas von Strucker (Earth-616),\/Andreas_von_Strucker_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,93,Jun-85,1985
36073,Andrei Gorlovich (Earth-616),\/Andrei_Gorlovich_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Jun-06,2006
29170,Andrei Rostov (Earth-616),\/Andrei_Rostov_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,1,May-90,1990
726265,Andrew Bazin (Earth-616),\/Andrew_Bazin_(Earth-616),,,,,,,Living Characters,3,Aug-91,1991
410700,Andrew Benedict (Earth-616),\/Andrew_Benedict_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,1,Aug-01,2001
93215,Andrew Black (Earth-616),\/Andrew_Black_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,3,Sep-93,1993
427055,Andrew Blanding (Earth-616),\/Andrew_Blanding_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,Jul-97,1997
664996,Andrew Blodgett Mayfair (Earth-616),\/Andrew_Blodgett_Mayfair_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,17,Oct-72,1972
352896,Andrew Booth (Earth-616),\/Andrew_Booth_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,5,Oct-84,1984
5937,Andrew Chord (Earth-616),\/Andrew_Chord_(Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,40,Dec-89,1989
603449,Andrew Forson (Earth-616),\/Andrew_Forson_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,30,May-11,2011
248945,Andrew Gardner (Earth-616),\/Andrew_Gardner_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Sep-06,2006
2597,Andrew Graves (Earth-616),\/Andrew_Graves_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,20,May-93,1993
171845,Andrew Jackson (Earth-616),\/Andrew_Jackson_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,16,Nov-90,1990
637721,Andrew Jackson (President) (Earth-616),\/Andrew_Jackson_(President)_(Earth-616),No Dual Identity,,,,Male Characters,,Deceased Characters,1,Jan-13,2013
534441,Andrew Jackson Hawk (Earth-616),\/Andrew_Jackson_Hawk_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,7,Feb-77,1977
12817,Andrew Kale (Earth-616),\/Andrew_Kale_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,14,Dec-72,1972
535379,Andrew Maguire (Earth-616),\/Andrew_Maguire_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,12,Oct-12,2012
248938,Andrew Mussawyr (Earth-616),\/Andrew_Mussawyr_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Sep-06,2006
662119,Andrew Pauncholito (Earth-616),\/Andrew_Pauncholito_(Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Dec-81,1981
66456,Andrew Prentiss (Earth-616),\/Andrew_Prentiss_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3,Feb-93,1993
57015,Andrew Thatcher (Earth-616),\/Andrew_Thatcher_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,7,Feb-63,1963
249645,Andrew Webster (Earth-616),\/Andrew_Webster_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-47,1947
555659,Andrex (Earth-616),\/Andrex_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Feb-96,1996
15956,Andro (Earth-616),\/Andro_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,5,Aug-70,1970
12201,Android Man (Earth-616),\/Android_Man_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,Deceased Characters,7,Oct-68,1968
88589,Andromeda (Pantheon) (Earth-616),\/Andromeda_(Pantheon)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,Dec-93,1993
1069,Andromeda Attumasen (Earth-616),\/Andromeda_Attumasen_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,42,May-85,1985
67176,Andros (Earth-616),\/Andros_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7,May-96,1996
347237,Andwella (Earth-616),\/Andwella_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,2,Jan-93,1993
511829,Andy (Angel) (Earth-616),\/Andy_(Angel)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,3,Feb-83,1983
95186,Andy (Cop) (Earth-616),\/Andy_(Cop)_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,1,Jul-80,1980
624579,Andy Crockett (Earth-616),\/Andy_Crockett_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Apr-54,1954
281616,Andy Hartnell (Earth-616),\/Andy_Hartnell_(Earth-616),Secret Identity,Good Characters,Black Eyes,Blue Hair,Male Characters,,Living Characters,1,Apr-04,2004
718953,Andy Opp (Earth-616),\/Andy_Opp_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,1,Jun-49,1949
666169,Aneka (Earth-616),\/Aneka_(Earth-616),Secret Identity,Good Characters,,Bald,Female Characters,,Living Characters,7,Nov-09,2009
23191,Anelle (Earth-616),\/Anelle_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,13,Apr-65,1965
715494,Angel (Barman) (Earth-616),\/Angel_(Barman)_(Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,4,Jan-04,2004
62346,Angel (Diamond Courier) (Earth-616),\/Angel_(Diamond_Courier)_(Earth-616),,,Brown Eyes,Black Hair,Female Characters,,Living Characters,1,Jun-05,2005
606767,Angel (Fortunato's pet wolf) (Earth-616),\/Angel_(Fortunato%27s_pet_wolf)_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-96,1996
62343,Angel (Legion Street Gang) (Earth-616),\/Angel_(Legion_Street_Gang)_(Earth-616),,,,,,,Living Characters,1,Feb-84,1984
337282,Angel (Mysterio's Robots) (Earth-616),\/Angel_(Mysterio%27s_Robots)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-64,1964
70126,Angel (Wolf) (Earth-616),\/Angel_(Wolf)_(Earth-616),,,,,,,Living Characters,1,Jul-96,1996
16207,Angel Dust (Christina) (Earth-616),\/Angel_Dust_(Christina)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,6,Jun-02,2002
439905,Angel O'Hara (Earth-616),\/Angel_O%27Hara_(Earth-616),Secret Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,1,Jun-74,1974
62359,Angel of Death (AIM Android) (Earth-616),\/Angel_of_Death_(AIM_Android)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,1,Jun-95,1995
511824,Angel of Death (Dark Angel) (Earth-616),\/Angel_of_Death_(Dark_Angel)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Apr-93,1993
62360,Angel of Death (Dark Angel) (Earth-7888),\/Angel_of_Death_(Dark_Angel)_(Earth-7888),,,,,,,Living Characters,1,Apr-93,1993
62358,Angel of Death (Tavi) (Earth-616),\/Angel_of_Death_(Tavi)_(Earth-616),Secret Identity,,,,,,Living Characters,1,Mar-73,1973
62354,Angel of Vengeance (Earth-616),\/Angel_of_Vengeance_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,Jan-93,1993
436245,Angela (Dinu) (Earth-616),\/Angela_(Dinu)_(Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,4,Feb-11,2011
687029,Angela (FBI) (Earth-616),\/Angela_(FBI)_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1,Feb-03,2003
415267,Angela Barbato (Earth-616),\/Angela_Barbato_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Sep-01,2001
250552,Angela Bradford (Earth-616),\/Angela_Bradford_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,2,Sep-98,1998
64624,Angela Cairn (Earth-616),\/Angela_Cairn_(Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,7,Jul-92,1992
34867,Angela Golden (Earth-616),\/Angela_Golden_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10,Aug-91,1991
629192,Angela Lipscombe (Earth-616),\/Angela_Lipscombe_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,15,Mar-00,2000
632707,Angela Pym (Earth-616),\/Angela_Pym_(Earth-616),,Good Characters,,White Hair,Female Characters,,Deceased Characters,1,,2013
724506,Angela Snow (Earth-616),\/Angela_Snow_(Earth-616),No Dual Identity,Neutral Characters,Amber Eyes,Blond Hair,Female Characters,,Living Characters,2,,2
248977,Angela Stover (Earth-616),\/Angela_Stover_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Sep-06,2006
18691,Angela Tortelli (Earth-616),\/Angela_Tortelli_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,5,Feb-83,1983
30322,Angela Yin (Earth-616),\/Angela_Yin_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,29,Aug-94,1994
31443,Angela del Toro (Earth-616),\/Angela_del_Toro_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,45,Feb-03,2003
3811,Angelface (Earth-616),\/Angelface_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,2,May-96,1996
1633,Angelica Jones (Earth-616),\/Angelica_Jones_(Earth-616),Known to Authorities Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,319,May-85,1985
155662,Angelica Neal (Earth-616),\/Angelica_Neal_(Earth-616),,Neutral Characters,,,Female Characters,,Living Characters,1,Apr-80,1980
2619,Angelina Brancale (Earth-616),\/Angelina_Brancale_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,31,Jan-95,1995
297330,Angeline Kutter (Earth-616),\/Angeline_Kutter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,2,Jun-92,1992
252198,Angeline Morrow (Earth-616),\/Angeline_Morrow_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,6,Mar-80,1980
1128,Angelo Baldini (Earth-616),\/Angelo_Baldini_(Earth-616),,,,,Male Characters,,Living Characters,17,Jun-68,1968
2561,Angelo Espinosa (Earth-616),\/Angelo_Espinosa_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,108,Oct-94,1994
8642,Angelo Fortunato (Earth-616),\/Angelo_Fortunato_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,6,Dec-04,2004
16745,Angelo Macon (Earth-616),\/Angelo_Macon_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,21,May-80,1980
40714,Angerboda (Earth-616),\/Angerboda_(Earth-616),,,,Blond Hair,Female Characters,,Deceased Characters,2,Oct-85,1985
716794,Angie Huang (Earth-616),\/Angie_Huang_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,6,,2013
74749,Angmo-Asan (Earth-616),\/Angmo-Asan_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,18,Apr-06,2006
509414,Angrir (Earth-616),\/Angrir_(Earth-616),Public Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,3,Aug-11,2011
245677,Angus MacWhirter (Earth-616),\/Angus_MacWhirter_(Earth-616),,,,,Male Characters,,Living Characters,8,Apr-77,1977
1075,Ani-Mator (Earth-616),\/Ani-Mator_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,8,Jan-88,1988
511830,Anielle (Earth-616),\/Anielle_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Sep-97,1997
502447,Animator (Earth-616),\/Animator_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,1,Dec-92,1992
16170,Animus (Hate-Monger) (Earth-616),\/Animus_(Hate-Monger)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,12,Nov-91,1991
539875,Anissa Dorsey (Earth-616),\/Anissa_Dorsey_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,1,Mar-06,2006
666100,Anita Dillon (Earth-616),\/Anita_Dillon_(Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4,Apr-97,1997
18379,Anita Ehren (Earth-616),\/Anita_Ehren_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,13,Mar-86,1986
124606,Anitun (Earth-616),\/Anitun_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,1,Aug-08,2008
514013,Anitun (Triumph Division's second incarnation) (Earth-616),\/Anitun_(Triumph_Division%27s_second_incarnation)_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,1,Oct-08,2008
99887,Ankhi Gottberg (Earth-616),\/Ankhi_Gottberg_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Female Characters,,Living Characters,1,Aug-02,2002
490639,Anky (Earth-616),\/Anky_(Earth-616),No Dual Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Apr-93,1993
10107,Ann Darnell (Earth-616),\/Ann_Darnell_(Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,,Living Characters,53,Dec-80,1980
18374,Ann Fraley (Earth-616),\/Ann_Fraley_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3,Mar-86,1986
18534,Ann Herd (Earth-616),\/Ann_Herd_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,10,Nov-95,1995
116792,Ann Macintosh (Earth-616),\/Ann_Macintosh_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,8,,2013
642915,Ann Raymond (Earth-616),\/Ann_Raymond_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,6,Jun-69,1969
506893,Ann Reynolds (Earth-616),\/Ann_Reynolds_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,10,Aug-75,1975
524106,Anna (Earth-616),\/Anna_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Jun-92,1992
499763,Anna Frankenstein (Earth-616),\/Anna_Frankenstein_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1,Jun-44,1944
59596,Anna Kapplebaum (Earth-616),\/Anna_Kapplebaum_(Earth-616),No Dual Identity,,Blue Eyes,Grey Hair,Female Characters,,Living Characters,12,Sep-79,1979
116782,Anna Kefkin (Earth-616),\/Anna_Kefkin_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,6,,2013
627377,Anna Maria Marconi (Earth-616),\/Anna_Maria_Marconi_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,26,May-13,2013
8844,Anna May (Earth-616),\/Anna_May_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224,Aug-64,1964
570329,Anna Ryker (Earth-616),\/Anna_Ryker_(Earth-616),,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,1,Feb-13,2013
448897,Anna Twisdon (Earth-616),\/Anna_Twisdon_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Jun-40,1940
18619,Anna Wei (Earth-616),\/Anna_Wei_(Earth-616),,,,,Female Characters,,Living Characters,1,Oct-01,2001
510087,Annabelle Adams (Earth-616),\/Annabelle_Adams_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,15,Mar-12,2012
591732,Annabelle Riggs (Earth-616),\/Annabelle_Riggs_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,12,Apr-13,2013
3834,Annalee (Earth-616),\/Annalee_(Earth-616),No Dual Identity,,,Brown Hair,Female Characters,,Deceased Characters,10,Jul-85,1985
282044,Anne (Mutant) (Earth-616),\/Anne_(Mutant)_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,1,Jan-83,1983
478535,Anne Benson (Earth-616),\/Anne_Benson_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Oct-61,1961
553394,Anne Bronson (Earth-616),\/Anne_Bronson_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,2,Jul-61,1961
417452,Anne Drake (Earth-616),\/Anne_Drake_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,1,Dec-84,1984
260006,Anne Garthwaite (Earth-616),\/Anne_Garthwaite_(Earth-616),No Dual Identity,,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,2,Apr-87,1987
16451,Anne Ghazikhanian (Earth-616),\/Anne_Ghazikhanian_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,38,Oct-02,2002
7658,Anne Marie Cortez (Earth-616),\/Anne_Marie_Cortez_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Blue Hair,Female Characters,,Deceased Characters,8,Oct-91,1991
